"","V1","V2","V3","V4","V5","V6","V7","FY","CY"
"81",753.767700802048,6887.60631543586,6659.10497978603,10090.9648284639,1436.45248416905,657.357930846302,277.893451640978,2016,2016
"82",240.638283246661,2978.49809816642,4710.68894498855,8649.20405116384,2028.81862212364,1416.43221514317,607.024686310472,2017,2016
"83",65.9319995986436,2279.17462350835,3343.99114676762,12555.4765061302,3502.60213147926,2652.36012275568,567.12960194579,2017,2016
"84",20.9370988860763,3892.96712232095,2599.89476090221,9984.97857128141,7495.13729166881,5746.88196586504,453.470739417815,2017,2016
"85",14.972344479073,5641.38239043681,9155.83659246407,17732.3545050313,6199.93338806085,3994.66818133509,1621.24508926701,2017,2017
"86",4.95137996844077,2501.12570257395,3906.13143569319,6623.94188286062,2304.81399341487,1108.4717917012,1129.81123390338,2017,2017
"87",6.89005377211723,2422.79142430228,3556.3366548531,12108.7162122697,2135.85632841069,733.621472958618,1035.24247950522,2017,2017
"88",5.64409050364725,1370.207631689,1821.44996550525,6624.38321291089,1127.16675837111,131.026338964769,536.086416014092,2018,2017
"89",25.3985459154292,5517.73028424843,5258.43190789162,26334.1125870472,4415.60723197359,93.8568725127202,709.987044608677,2018,2017
"90",27.213555593602,961.616888029335,3531.09738253839,6108.53539571576,1317.61049209892,16.1239648132844,470.763566507183,2018,2017
"91",95.1249278573629,803.645722750673,5170.90123192569,3659.96121502371,1051.10396587449,12.7344701536233,251.707627596338,2018,2018
"92",361.091816798641,1631.40352188073,3100.00662101881,4075.90268253963,962.381682007528,24.1319504750236,182.054719673232,2018,2018
"93",774.224331069885,3053.83875153096,1474.8201805174,5667.31944750332,1116.10104914057,44.1669493969296,148.335963985419,2018,2018
"94",4525.01462900938,17469.7055582312,4209.32160283944,30503.5319837104,5715.28033336946,251.677750196872,660.586717980229,2019,2018
"95",5450.73985038979,20977.0949264136,4295.35218974123,36283.5499724712,6742.53077458861,302.030632228262,759.459568571232,2019,2018
"96",9288.17844282991,78618.186133943,14014.2698273809,62391.1797523916,17352.6002399749,1131.85689972592,1464.39563530748,2019,2018
"97",5114.67547699036,22788.0330253819,7429.58346011457,23817.839067993,5165.08522320716,2245.65778923278,1271.74352932976,2019,2019
"98",4092.04170200317,8972.63677508411,5351.41787570837,9746.1367712621,2395.31007225365,876.642686906882,1689.99136179973,2019,2019
"99",2539.66849367191,3699.4685553587,3067.20820473026,4992.34512562625,1126.42287007439,341.410441461786,1570.98512996532,2019,2019
"100",3701.97993276687,2094.33104976451,4022.6521125018,5413.08284796684,1006.40088098453,140.067162489848,2602.26681508368,2020,2019
"101",9216.55546879393,2540.71855553194,9651.53904489629,11965.6456225713,1990.42560144881,58.8679093276365,6731.81276606811,2020,2019
"102",7502.29949274054,5546.72857888333,14898.510871926,27649.9923067996,2851.10848418084,23.489056735335,11903.5329657408,2020,2019
"103",4720.46347765038,4179.92115255878,5758.66312418126,22290.8818890996,4714.13108552513,8.37127418291115,4463.71253987297,2020,2020
"104",1495.12960649695,1050.01093087574,1874.38206042406,4644.69274133389,1150.11458827539,1.82624629416233,1278.59256770959,2020,2020
"105",1023.6062909963,1663.23509035984,1579.29007290904,3735.3962785092,1249.20915434248,1.84345021833295,1390.30258947013,2020,2020
"106",656.097485184305,5214.92851601262,2312.83816712295,4834.77500155907,2829.54632945293,3.78745755738091,2637.91236986036,2021,2020
"107",183.445081111733,6983.59679787965,1946.15505946263,6028.82183618565,3977.07512987359,6.05288294758289,4085.09657036416,2021,2020
"108",89.502861440386,3548.70053954526,1958.78039677595,6722.07592557954,6224.32650226344,19.6534141161704,4781.36585750574,2021,2020
"109",16.2203807513559,818.766680911908,1608.6282188103,5914.32113380332,5187.71986230087,24.3059386838511,1701.01406845376,2021,2021
"110",11.8128176862537,1473.03697525622,2499.22893635689,11391.9277185995,4385.29700920426,121.248805808872,1372.98347814337,2021,2021
"111",3.13499907080359,1985.75022152207,1872.21188512286,3905.09313169911,1558.41824642577,220.531877690697,608.46062062809,2021,2021
"112",2.07344212577792,8542.9932617269,6718.63330793096,6580.1203842024,2819.54330311229,999.701835695163,1508.91370275801,2022,2021
"113",0.774224590089229,12440.0773066284,11983.7696945925,10530.5128106934,5631.01199502567,2558.55661091421,2154.80899798385,2022,2021
"114",0.170102809296467,16662.8453294267,16901.2804440564,14471.4287975305,8131.43354684804,3852.9078714068,2869.87154390365,2022,2021
"115",0.114947073060547,12295.8631439888,21304.8123202706,12814.3575076078,14990.1399282877,5655.83377983702,7932.33979796817,2022,2022
"116",0.024788750393726,4182.61654332493,6399.18512390437,3963.37573934267,4198.79514587307,1219.70092933932,1888.11732191633,2022,2022
"117",0.0130627945846459,7727.33989031199,9883.01827062015,6417.4634005502,5698.06005846488,642.739244278076,1635.26105048783,2022,2022
"118",0.00774908748181098,8705.37220587389,18729.7889598198,14919.5307789998,9554.47939958971,381.284617133777,3552.92209307487,2023,2022
"119",0.00183842176408488,8420.79719660075,19414.6289525086,6824.37673428147,8920.9820363125,90.4573525714913,842.908189814418,2023,2022
"120",0.00110092695281117,13371.1671936061,42348.8970817144,9911.26998903935,5342.27224741845,54.1697990479729,504.770103923293,2023,2022
